# zooid     P          Nclass  image
ASW0007f7d  0.3996519  49       http://spacewarps.org/subjects/standard/5183f151e4bb2102190548b9.png
ASW0004cgr  0.0403227  36       http://spacewarps.org/subjects/standard/5183f151e4bb21021903181b.png
ASW00068p2  0.2486717  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219047186.png
ASW00025rt  0.0225258  35       http://spacewarps.org/subjects/standard/5183f151e4bb2102190189b9.png
ASW0001qi5  0.1536460  49       http://spacewarps.org/subjects/standard/5183f151e4bb210219013c6d.png
ASW0001ols  0.0771572  49       http://spacewarps.org/subjects/standard/5183f151e4bb2102190132d0.png
ASW000255g  0.3640984  49       http://spacewarps.org/subjects/standard/5183f151e4bb210219018694.png
ASW0000nhw  0.0393884  43       http://spacewarps.org/subjects/standard/5183f151e4bb2102190076f4.png
ASW0002k59  0.1351645  49       http://spacewarps.org/subjects/standard/5183f151e4bb21021901d27d.png
ASW00018vu  0.0629911  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021900e33a.png
ASW0005s37  0.3822717  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219041d73.png
ASW0007k2y  0.6230850  49       http://spacewarps.org/subjects/standard/5183f151e4bb21021905616a.png
ASW0002ken  0.0924598  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021901d3cf.png
ASW0004zes  0.0541768  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219038c44.png
ASW00090l5  0.7857399  49       http://spacewarps.org/subjects/standard/5183f151e4bb210219066b39.png
ASW0008hsy  0.0571618  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219060c22.png
ASW0008vty  0.0000163  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219065326.png
ASW0005q6x  0.0824587  44       http://spacewarps.org/subjects/standard/5183f151e4bb2102190413d9.png
ASW0000u4g  0.0398509  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219009880.png
ASW00098sa  0.0893374  48       http://spacewarps.org/subjects/standard/5183f151e4bb2102190694ba.png
ASW00053ef  0.2526417  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021903a077.png
ASW0004gq1  0.3384865  49       http://spacewarps.org/subjects/standard/5183f151e4bb210219032da9.png
ASW0002ssy  0.1167630  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021901fe52.png
ASW0008snk  0.1744160  50       http://spacewarps.org/subjects/standard/5183f151e4bb210219064310.png
ASW0009dd5  0.0537249  50       http://spacewarps.org/subjects/standard/5183f151e4bb21021906abe9.png
ASW00051i7  0.1780373  50       http://spacewarps.org/subjects/standard/5183f151e4bb2102190396df.png
ASW0009dcy  0.0111041  3       http://spacewarps.org/subjects/standard/5183f151e4bb21021906abe2.png
