# zooid     P          Nclass  image
ASW0003pld  0.9936109  6       http://spacewarps.org/subjects/standard/5183f151e4bb21021902a451.png
ASW0008edl  0.9933495  6       http://spacewarps.org/subjects/standard/5183f151e4bb21021905fac9.png
ASW0006zkk  0.9989519  4       http://spacewarps.org/subjects/standard/5183f151e4bb21021904f994.png
ASW0002o7g  0.9984132  4       http://spacewarps.org/subjects/standard/5183f151e4bb21021901e70c.png
ASW0002cty  0.9664303  8       http://spacewarps.org/subjects/standard/5183f151e4bb21021901ad76.png
ASW00061bu  0.9571391  4       http://spacewarps.org/subjects/standard/5183f151e4bb210219044c3a.png
ASW0008we9  0.9906842  5       http://spacewarps.org/subjects/standard/5183f151e4bb210219065601.png
ASW0001tfl  0.9871889  5       http://spacewarps.org/subjects/standard/5183f151e4bb210219014b41.png
ASW0003f2k  0.9869555  9       http://spacewarps.org/subjects/standard/5183f151e4bb210219026f0c.png
ASW00058k5  0.9617557  3       http://spacewarps.org/subjects/standard/5183f151e4bb21021903ba95.png
ASW0007gve  0.9884044  3       http://spacewarps.org/subjects/standard/5183f151e4bb21021905512a.png
ASW0001ohy  0.9951830  16       http://spacewarps.org/subjects/standard/5183f151e4bb210219013246.png
ASW0002ap4  0.9716833  78       http://spacewarps.org/subjects/standard/5183f151e4bb21021901a2a8.png
ASW0000pxn  0.9883257  73       http://spacewarps.org/subjects/standard/5183f151e4bb21021900834b.png
ASW00093dk  0.9781818  3       http://spacewarps.org/subjects/standard/5183f151e4bb210219067958.png
ASW0007vgg  0.9910815  3       http://spacewarps.org/subjects/standard/5183f151e4bb210219059b00.png
ASW0006ax5  0.9785505  3       http://spacewarps.org/subjects/standard/5183f151e4bb210219047cc9.png
ASW0004lji  0.9935735  4       http://spacewarps.org/subjects/standard/5183f151e4bb21021903460e.png
ASW00097cn  0.9783960  3       http://spacewarps.org/subjects/standard/5183f151e4bb210219068d77.png
ASW00040le  0.9774990  8       http://spacewarps.org/subjects/standard/5183f151e4bb21021902dc02.png
ASW0004skh  0.9949221  5       http://spacewarps.org/subjects/standard/5183f151e4bb2102190369a1.png
ASW0008iyx  0.9828116  3       http://spacewarps.org/subjects/standard/5183f151e4bb210219061209.png
